"last","st","subcommittee","chamber","id","account","department","recipient.x","location.x","project.x","budget_request","additional_amount","amount.x","first.x","multi","origination","member_amount","house_mem","sentate_mem","house_tot","senate_tot","first.y","middle_name","suffix.x","nickname.x","full_name.x","birthday.x","gender.x","district","senate_class.x","party.x","bioguide_id","...1","...2","state","first","full_name.y","recipient.y","project.y","location.y","project_st","amount.y","senate_class.y","party.y","member_id","pvi_2020","request_num","ID","FY","middle","member_ID","suffix.y","nickname.y","birthday.y","gender.y","cat","sub","address.lon","address.lat","formatted_address.lon","formatted_address.lat","formatted_address.type","formatted_address.loctype","formatted_address.address","formatted_address.north","formatted_address.south","formatted_address.east","formatted_address.west"
"Baldwin","WI","LHHS","S",5089,"Substance Use and Mental Health Services Administration","Department of Health and Human Services",NA,"Brown County","Brown County, WI, for mental and behavioral health services",NA,NA,1e+05,NA,1,"S",1e+05,0,1,0,1e+05,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","LHHS","S",4495,"Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Gerald L. Ignace Indian Health Center, WI, for facilities and equipment",NA,NA,9e+05,NA,1,"S",9e+05,0,1,0,9e+05,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","LHHS","S",4663,"Health Resources and Services Administration","Department of Health and Human Services",NA,"Menominee","Menominee Indian Tribe of Wisconsin, WI, for facilities and equipment",NA,NA,1326000,NA,1,"S",1326000,0,1,0,1326000,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","LHHS","S",3835,"Employment and Training Administration","Department of Labor",NA,NA,"Latino Academy of Workforce Development, WI, for commercial driver's license workforce training",NA,NA,2e+06,NA,1,"S",2e+06,0,1,0,2e+06,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","LHHS","S",5249,"Substance Use and Mental Health Services Administration","Department of Health and Human Services",NA,NA,"Wisconsin Department of Health Services, WI, for 988 implementation and suicide prevention, including equipment",NA,NA,3140000,NA,1,"S",3140000,0,1,0,3140000,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","LHHS","S",3960,"Employment and Training Administration","Department of Labor",NA,NA,"WI Department of Workforce Development, WI, for early childhood educator workforce development",NA,NA,5e+06,NA,1,"S",5e+06,0,1,0,5e+06,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","LHHS","S",5170,"Substance Use and Mental Health Services Administration","Department of Health and Human Services",NA,"Milwaukee","Milwaukee County, WI, for substance use disorder treatment and services",NA,NA,2e+06,NA,1,"S",2e+06,0,1,0,2e+06,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",7223,7223,"Wisconsin","Tammy",NA,"UW Madison","To upgrade the University’s helium plant. This project will ensure that federal researchers on campus have a stable and reliable source of helium for their research funded by the NIH, Dept. of Energy, NSF, Dept. of Agriculture, and more. Additionally","Madison","WI",2400000,NA,2,NA,NA,1,20188,"FY2023",NA,"B001230",NA,NA,NA,NA,"Education","Higher Ed",-89.412487,43.07659,-89.412487,43.07659,"establishment","geometric_center","madison","wi","usa","43.08448","43.06789, -89.397488, -89.437116"
"Baldwin","WI","THUD","S",1962,"Highway Infrastructure Programs","Department of Transportation",NA,NA,"Blatnik Bridge",NA,NA,7500000,NA,1,"S",7500000,0,1,0,7500000,"Tammy",NA,NA,NA,"Tammy Baldwin","2/11/62","F",NA,1,"Democrat","B001230",10636,10636,"Wisconsin","Tammy",NA,"Habitat for Humanity of Waukesha County","Affordable Housing","Waukesha County","WI",1e+06,NA,2,NA,NA,1,30726,"FY2023",NA,"B001230",NA,NA,NA,NA,"Housing",NA,-88.186331,43.02956,-88.186331,43.02956,"establishment","rooftop","2020 springdale rd","waukesha","wi 53186","usa","43.03074, 43.02804, -88.185065, -88.187763"
"Bennet","CO","FSGG","S",370,"Salaries and Expenses","Small Business Administration (SBA)","African Chamber of Commerce Colorado USA","Denver","The Colorado African Small Business Accelerator Program",NA,NA,1260000,NA,1,"S",1260000,0,1,0,1260000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",2510,2510,"Colorado","Michael",NA,"Black Business Initiative","This project will launch an Economic Development Organization to support the needs of Black businesses in the Denver area. This organization will provide small business navigation and technical assistance programming, and work with industry experts t","Denver","CO",8e+05,NA,2,NA,NA,1,7711,"FY2023","F","B001267",NA,NA,NA,NA,"Small Business",NA,-104.974722,39.76372,-104.974722,39.76372,"establishment","rooftop","1031 33rd st","denver","co 80205","usa","39.76501, 39.76231,-104.973494,-104.976192"
"Bennet","CO","Interior","S",5912,"STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Beulah Water Works District for Raw Water Storage",NA,NA,380000,NA,2,"S",190000,0,2,0,380000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",3231,3231,"Colorado","Michael",NA,"City of Westminster","This project would replace the aging water main infrastructure that provides clean drinking water to the historic Westminster area. The city actively invested in this area to support local neighborhoods and businesses, which will benefit from reliabl","Westminster","CO",5001000,NA,2,NA,NA,1,9886,"FY2023","F","B001267",NA,NA,NA,NA,"Water","Drinking Water",-105.037205,39.83665,-105.037205,39.83665,"locality","approximate","westminster","co","usa","39.96854","39.81812,-104.987670,-105.165518"
"Bennet","CO","Interior","S",5914,"STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,"Delta","City of Delta for North Delta Water Line Replacement",NA,NA,380000,NA,2,"S",190000,0,2,0,380000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",3231,3231,"Colorado","Michael",NA,"City of Westminster","This project would replace the aging water main infrastructure that provides clean drinking water to the historic Westminster area. The city actively invested in this area to support local neighborhoods and businesses, which will benefit from reliabl","Westminster","CO",5001000,NA,2,NA,NA,1,9886,"FY2023","F","B001267",NA,NA,NA,NA,"Water","Drinking Water",-105.037205,39.83665,-105.037205,39.83665,"locality","approximate","westminster","co","usa","39.96854","39.81812,-104.987670,-105.165518"
"Bennet","CO","Interior","S",6621,"State and Private Forestry-Forest Resource Information and Analysis","Forest Service",NA,NA,"Colorado State Forest Service for Creating Resilient Forests in Colorado",NA,NA,3464000,NA,1,"S",3464000,0,1,0,3464000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",3231,3231,"Colorado","Michael",NA,"City of Westminster","This project would replace the aging water main infrastructure that provides clean drinking water to the historic Westminster area. The city actively invested in this area to support local neighborhoods and businesses, which will benefit from reliabl","Westminster","CO",5001000,NA,2,NA,NA,1,9886,"FY2023","F","B001267",NA,NA,NA,NA,"Water","Drinking Water",-105.037205,39.83665,-105.037205,39.83665,"locality","approximate","westminster","co","usa","39.96854","39.81812,-104.987670,-105.165518"
"Bennet","CO","Interior","S",5913,"STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,"Naturita","Town of Naturita for Wastewater Treatment Plant Lagoon Upgrade and Collection System",NA,NA,1250000,NA,2,"S",625000,0,2,0,1250000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",3231,3231,"Colorado","Michael",NA,"City of Westminster","This project would replace the aging water main infrastructure that provides clean drinking water to the historic Westminster area. The city actively invested in this area to support local neighborhoods and businesses, which will benefit from reliabl","Westminster","CO",5001000,NA,2,NA,NA,1,9886,"FY2023","F","B001267",NA,NA,NA,NA,"Water","Drinking Water",-105.037205,39.83665,-105.037205,39.83665,"locality","approximate","westminster","co","usa","39.96854","39.81812,-104.987670,-105.165518"
"Bennet","CO","Interior","S",6225,"STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"La Jara","Town of La Jara for Wastewater Sewer Lagoon Rehab Project",NA,NA,6e+05,NA,1,"S",6e+05,0,1,0,6e+05,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",3231,3231,"Colorado","Michael",NA,"City of Westminster","This project would replace the aging water main infrastructure that provides clean drinking water to the historic Westminster area. The city actively invested in this area to support local neighborhoods and businesses, which will benefit from reliabl","Westminster","CO",5001000,NA,2,NA,NA,1,9886,"FY2023","F","B001267",NA,NA,NA,NA,"Water","Drinking Water",-105.037205,39.83665,-105.037205,39.83665,"locality","approximate","westminster","co","usa","39.96854","39.81812,-104.987670,-105.165518"
"Bennet","CO","Interior","S",6226,"STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"DeBeque","Town of DeBeque for Wastewater Treatment Plant",NA,NA,1246000,NA,2,"S",623000,0,2,0,1246000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",3231,3231,"Colorado","Michael",NA,"City of Westminster","This project would replace the aging water main infrastructure that provides clean drinking water to the historic Westminster area. The city actively invested in this area to support local neighborhoods and businesses, which will benefit from reliabl","Westminster","CO",5001000,NA,2,NA,NA,1,9886,"FY2023","F","B001267",NA,NA,NA,NA,"Water","Drinking Water",-105.037205,39.83665,-105.037205,39.83665,"locality","approximate","westminster","co","usa","39.96854","39.81812,-104.987670,-105.165518"
"Bennet","CO","LHHS","S",4692,"Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"National Jewish Health, CO, for facilities and equipment",NA,NA,6075000,NA,1,"S",6075000,0,1,0,6075000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",3856,"Employment and Training Administration","Department of Labor",NA,"Fort  Morgan","Morgan Community College, CO, for the purchase of simulation equipment for the nursing program",NA,NA,274000,NA,2,"S",137000,0,2,0,274000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",5625,"Higher Education","Department of Education",NA,NA,"Fort Lewis College, CO, for a nursing workforce education degree program",NA,NA,1300000,NA,2,"S",650000,0,2,0,1300000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",4557,"Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Inner City Health Center, CO, for facilities and equipment",NA,NA,2820000,NA,2,"S",1410000,0,2,0,2820000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",4999,"Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Vail Health, CO, for facilities and equipment",NA,NA,2705000,NA,2,"S",1352500,0,2,0,2705000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",3755,"Employment and Training Administration","Department of Labor",NA,NA,"CareerWise Colorado, CO, for a career pathways program,including the purchase of equipment",NA,NA,1500000,NA,1,"S",1500000,0,1,0,1500000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",4602,"Health Resources and Services Administration","Department of Health and Human Services",NA,"La Plata County","La Plata County, CO, for facilities and equipment",NA,NA,1825000,NA,2,"S",912500,0,2,0,1825000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",4652,"Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"MarillacHealth, CO, for facilities and equipment",NA,NA,2500000,NA,2,"S",1250000,0,2,0,2500000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
"Bennet","CO","LHHS","S",3741,"Employment and Training Administration","Department of Labor",NA,NA,"Banner Health Foundation, CO, for a career pathways program",NA,NA,717000,NA,2,"S",358500,0,2,0,717000,"Michael","F.",NA,NA,"Michael F. Bennet","11/28/64","M",NA,3,"Democrat","B001267",7291,7291,"Colorado","Michael",NA,"Hire Heroes USA","This project will enable Hire Heroes USA to train more unemployed veterans for meaningful employment and hiring managers for veteran on-boarding and retention in the workforce.","Colorado Springs","CO",850000,NA,2,NA,NA,1,21908,"FY2023","F","B001267",NA,NA,NA,NA,"Workforce Development",NA,-104.790198,38.92182,-104.790198,38.92182,"establishment","rooftop","6208 n","6208 lehman dr","colorado springs","co 80918","usa, 38.92320, 38.92050,-104.788695,-104.791393"
