last,state,chamber,id,subcommittee,account,department,recipient,location,project,budget_request,additional_amount,total,first.x,multi,origination,member_amount,house_mem,sentate_mem,house_tot,senate_tot,first.y,middle_name,suffix,nickname,full_name,birthday,gender,district,senate_class,party,bioguide_id
Adams,NC,H,3048,THUD,Community Development Fund,Department of Housing and Urban Development,"Atrium Health, Inc.",Charlotte,Charlotte Innovation District STEM Learning Laboratory,NA,NA,3375000,NA,2,B,1687500,1,1,1687500,1687500,Alma,S.,NA,NA,Alma S. Adams,5/27/46,F,12,NA,Democrat,A000370
Adams,NC,H,4323,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Charlotte,"Central Piedmont Community College, Charlotte, NC for facilities and equipment",NA,NA,575000,NA,1,H,575000,1,0,575000,0,Alma,S.,NA,NA,Alma S. Adams,5/27/46,F,12,NA,Democrat,A000370
Adams,NC,H,4332,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Charlotte,"Charlotte Community Health Clinic ,Inc., Charlotte, NC for facilities and equipment",NA,NA,600000,NA,1,H,600000,1,0,600000,0,Alma,S.,NA,NA,Alma S. Adams,5/27/46,F,12,NA,Democrat,A000370
Adams,NC,H,4775,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Charlotte,"Presbyterian Hospital DBA Novant Health Presbyterian Medical Center, Charlotte, NC for facilities and equipment",NA,NA,216200,NA,1,H,216200,1,0,216200,0,Alma,S.,NA,NA,Alma S. Adams,5/27/46,F,12,NA,Democrat,A000370
Adams,NC,H,5227,LHHS,Substance Use and Mental Health Services Administration,Department of Health and Human Services,NA,NA,"The University of North Carolina System, NC, for suicide prevention activities",NA,NA,230000,NA,2,B,115000,1,1,115000,115000,Alma,S.,NA,NA,Alma S. Adams,5/27/46,F,12,NA,Democrat,A000370
Aderholt,AL,H,76,AG,Rural Housing Service,"USDA, Rural Development",Blount County Commission,Blount County,Summit Volunteer Fire Department and Community Services Center,NA,NA,375000,NA,1,H,375000,1,0,375000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,317,AG,Rural Utilities Service-ReConnect Pilot Program,"USDA, Rural Development",Cullman Electric Cooperative,NA,Sprout Fiber Internet Project,NA,NA,1704200,NA,1,H,1704200,1,0,1704200,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,483,FSGG,Salaries and Expenses,Small Business Administration (SBA),Cordova Economic and Industrial Development Authority,Cordova,Cordova Business Incubator,NA,NA,250000,NA,1,H,250000,1,0,250000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,1415,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Lighting Interstate 65 Interchange 305 at County Road 222,NA,NA,876000,NA,1,H,876000,1,0,876000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,2127,THUD,Community Development Fund,Department of Housing and Urban Development,City of Sulligent,Sulligent,"Sulligent Humbers SubdivisionSanitary Sewer Extension",NA,NA,2122000,NA,1,H,2122000,1,0,2122000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,2128,THUD,Community Development Fund,Department of Housing and Urban Development,City of Rainsville,Rainsville,Construction and Extension of an Existing Turn Lane,NA,NA,135000,NA,1,H,135000,1,0,135000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,2129,THUD,Community Development Fund,Department of Housing and Urban Development,University of North Alabama,NA,Community STEM Facility Design and Construction,NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,4358,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Guin,"City of Guin, AL for facilities",NA,NA,150000,NA,1,H,150000,1,0,150000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,4432,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Cullman,"Cullman Regional Medical Center, Inc., Cullman, AL for equipment",NA,NA,1585000,NA,1,H,1585000,1,0,1585000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,4923,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Geraldine,"Town of Geraldine, AL for facilities and equipment",NA,NA,375000,NA,1,H,375000,1,0,375000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,5767,LHHS,Higher Education,Department of Education,NA,Boaz,"Snead State Community College, Boaz, AL for the purchase of information technology and equipment",NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,5817,LHHS,Higher Education,Department of Education,NA,Florence,"University of North Alabama, Florence, AL for new program development, including the purchase of equipment",NA,NA,500000,NA,1,H,500000,1,0,500000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aderholt,AL,H,5866,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,Garden City,Town of Garden City Water System Improvements,NA,NA,520000,NA,1,H,520000,1,0,520000,0,Robert,B.,NA,NA,Robert B. Aderholt,7/22/65,M,4,NA,Republican,A000055
Aguilar,CA,H,1449,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Reche Canyon Road Realignment to Hunts Lane,NA,NA,4166000,NA,1,H,4166000,1,0,4166000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,1450,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Little 3rd Street Project,NA,NA,2560000,NA,1,H,2560000,1,0,2560000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,1451,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,3rd Street Corridor Project,NA,NA,3000000,NA,3,H,1000000,1,2,1000000,2000000,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,2175,THUD,Community Development Fund,Department of Housing and Urban Development,City of San Bernardino,San Bernardino,Restoration of San Bernardino's Historic Roosevelt Bowl,NA,NA,1400000,NA,1,H,1400000,1,0,1400000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,2176,THUD,Community Development Fund,Department of Housing and Urban Development,City of Rancho Cucamonga,Rancho Cucamonga,Cucamonga Canyon Trailhead,NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,2177,THUD,Community Development Fund,Department of Housing and Urban Development,"Neighborhood Partnership Housing Services, Inc.",NA,NPHS Sustainable Communities Catalyst Project,NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,2178,THUD,Community Development Fund,Department of Housing and Urban Development,University of Redlands,Redlands,University Village Development Project,NA,NA,750000,NA,1,H,750000,1,0,750000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,2179,THUD,Community Development Fund,Department of Housing and Urban Development,Housing Authority of the County of San Bernardino,San Bernardino County,Arrowhead Grove Community Resource Center,NA,NA,3000000,NA,2,H,1500000,1,1,1500000,1500000,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,2180,THUD,Community Development Fund,Department of Housing and Urban Development,City of Fontana,Fontana,Fontana Homelessness Prevention Resource and Care Center,NA,NA,4000000,NA,2,B,2000000,1,1,2000000,2000000,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,3905,LHHS,Employment and Training Administration,Department of Labor,NA,San Bernadino,"San Bernadino Valley College Foundation, San Bernadino, CA for clean energy workforce development and equipment",NA,NA,1500000,NA,1,H,1500000,1,0,1500000,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,4302,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,San Bernardino,"California State University, San Bernardino, CA for facilities and equipment",NA,NA,2000000,NA,3,B,666666.6667,1,2,666666.6667,1333333.333,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,5160,LHHS,Substance Use and Mental Health Services Administration,Department of Health and Human Services,NA,Loma Linda,"Loma Linda University Medical Center, Loma Linda, CA for a mental health outreach demonstration program",NA,NA,542597,NA,1,H,542597,1,0,542597,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,5255,LHHS,Substance Use and Mental Health Services Administration,Department of Health and Human Services,NA,San Bernardino,"Youth Visionaries Youth Leadership Academy, San Bernardino, CA for the Empowering Youth Resilience and Promoting Social Emotional Healing project to provide mental health and other wraparound services",NA,NA,733533,NA,1,H,733533,1,0,733533,0,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,6195,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,NA,San Bernardino Valley Municipal Water District for a Stormwater Recharge Project,NA,NA,2500000,NA,3,H,833333.3333,1,2,833333.3333,1666666.667,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Aguilar,CA,H,6196,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Rialto,City of Rialto for the Lake Rialto Habitat Management and Community Open Space,NA,NA,2000000,NA,2,H,1000000,1,1,1000000,1000000,Pete,NA,NA,NA,Pete Aguilar,6/19/79,M,31,NA,Democrat,A000371
Allred,TX,H,484,FSGG,Salaries and Expenses,Small Business Administration (SBA),The University of Texas at Dallas,Richardson,STartup REsearch To Capstone Honors (STRETCH) project for Small Business,NA,NA,745000,NA,1,H,745000,1,0,745000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,2083,THUD,Transit Infrastructure Grants,Department of Transportation,Dallas Area Rapid Transit (DART),Dallas,Intermodal Transit Hub at UTDallas Station for DART Silver Line,NA,NA,2500000,NA,1,H,2500000,1,0,2500000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,2084,THUD,Transit Infrastructure Grants,Department of Transportation,Dallas Area Rapid Transit (DART),Dallas,Supervisory Control and Data Acquisition System Upgrade Project,NA,NA,2820800,NA,1,H,2820800,1,0,2820800,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,3494,THUD,Community Development Fund,Department of Housing and Urban Development,City of Dallas,Dallas,Dallas Digital Divide - Traffic Signals & Streetlights,NA,NA,750000,NA,1,H,750000,1,0,750000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,3495,THUD,Community Development Fund,Department of Housing and Urban Development,Southern Gateway Public Green Foundation,NA,Southern Gateway Park,NA,NA,7750000,NA,3,H,2583333.333,3,0,7750000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,4343,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Dallas,"Children's Health Clinical Operations, Dallas, TX for facilities and equipment",NA,NA,1000000,NA,2,H,500000,2,0,1000000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,4989,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Dallas,"University of Texas Southwestern Medical Center, Dallas, TX for facilities and equipment",NA,NA,1500000,NA,1,H,1500000,1,0,1500000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,4990,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Richardson,"University of Texas at Dallas, Richardson, TX for facilities and equipment",NA,NA,1500000,NA,1,H,1500000,1,0,1500000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,5095,LHHS,Substance Use and Mental Health Services Administration,Department of Health and Human Services,NA,Dallas,"Children's Health Clinical Operations, Dallas, TX fortraining, education, and pediatric mental health services",NA,NA,915000,NA,3,H,305000,3,0,915000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,5096,LHHS,Substance Use and Mental Health Services Administration,Department of Health and Human Services,NA,Dallas,"Children's Health Clinical Operations, Dallas, TX for youth behavioral health services and equipment",NA,NA,500000,NA,2,H,250000,2,0,500000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,5278,LHHS,Elementary and Secondary Education,Department of Education,NA,Dallas,"Big Thought, Dallas, TX for out-of-school learning, digital credentialing, and learning systems",NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,5606,LHHS,Higher Education,Department of Education,NA,Dallas,"Dallas College, Dallas, TX for a teaching residency apprenticeship program, including stipends",NA,NA,500000,NA,2,H,250000,2,0,500000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,5780,LHHS,Higher Education,Department of Education,NA,Dallas,"Texas A&M University-Commerce, Dallas, TX for a teacher certification program,including scholarships",NA,NA,516614,NA,1,H,516614,1,0,516614,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,5790,LHHS,Higher Education,Department of Education,NA,Richardson,"The University of Texas at Dallas, Richardson, TX for semiconductor workforce development programs, including equipment infrastructure and scholarships",NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Allred,TX,H,7084,EW,Energy Projects,Department of Energy,University of Texas at Dallas,Dallas,Center for Wind Energy,NA,1600000,1600000,NA,1,H,1600000,1,0,1600000,0,Colin,Z.,NA,NA,Colin Z. Allred,4/15/83,M,32,NA,Democrat,A000376
Amodei,NV,H,485,FSGG,Salaries and Expenses,Small Business Administration (SBA),Lander County Convention & Tourism Authority,Battle Mountain,Lemaire Building Small Business Incubator,NA,NA,1000000,NA,3,B,333333.3333,1,2,333333.3333,666666.6667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,641,CJS,NOAA-ORF,DOC,Desert Research Institute,Reno,Lake Tahoe Basin Instrumentation and Data Sharing,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,912,CJS,OJP-Byrne,DOJ,Elko County Sheriff's Office,Elko,Rapid DNA Testing Instrument,NA,NA,486000,NA,3,B,162000,1,2,162000,324000,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,1380,THUD,Grants-in-Aid for Airports,Department of Transportation,NA,Reno,Reno Airport (RNO) Terminal Road Improvements,NA,NA,3589000,NA,3,H,1196333.333,1,2,1196333.333,2392666.667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,1781,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Lemmon Drive Reconstruction,NA,NA,4000000,NA,3,B,1333333.333,1,2,1333333.333,2666666.667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,1782,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Moody Lane/Coleman Road Connector Construction,NA,NA,4000000,NA,3,H,1333333.333,1,2,1333333.333,2666666.667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,3181,THUD,Community Development Fund,Department of Housing and Urban Development,Douglas County,Douglas County,Kahle Drive Complete Streets,NA,NA,1385000,NA,3,H,461666.6667,1,2,461666.6667,923333.3333,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,3182,THUD,Community Development Fund,Department of Housing and Urban Development,Carson City Public Works,Carson City,Appion Way Improvements,NA,NA,1100000,NA,3,H,366666.6667,1,2,366666.6667,733333.3333,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,4502,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Elko,"Great Basin College, Elko, NV for facilities and equipment",NA,NA,940000,NA,3,H,313333.3333,1,2,313333.3333,626666.6667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,4733,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Reno,"Northern Nevada HOPES, Reno, NV for facilities and equipment",NA,NA,2000000,NA,3,H,666666.6667,1,2,666666.6667,1333333.333,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,5041,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,NA,"Western Nevada College, NV, for facilities and equipment",NA,NA,2314000,NA,3,B,771333.3333,1,2,771333.3333,1542666.667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,6050,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,NA,Truckee Meadows Water Authority Spanish Springs Nitrate and Arsenic Treatment Plant,NA,NA,3000000,NA,3,H,1000000,1,2,1000000,2000000,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,6437,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Reno Booth,City of Reno Booth Street Sewer Siphon,NA,NA,1500000,NA,3,H,500000,1,2,500000,1000000,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,6438,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Fallon,"City of Fallon Wastewater Treatment PlantDewatering Press",NA,NA,4369600,NA,3,H,1456533.333,1,2,1456533.333,2913066.667,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Amodei,NV,H,7163,EW,Energy Projects,Department of Energy,"City of Fallon, NV",City of Fallon,New River Feeder Electrical Substation,NA,879835,879835,NA,1,H,879835,1,0,879835,0,Mark,E.,NA,NA,Mark E. Amodei,6/12/58,M,2,NA,Republican,A000369
Arrington,TX,H,1890,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Phase I Ports-to-Plains Corridor Interstate Planning,NA,NA,1600000,NA,1,H,1600000,1,0,1600000,0,Jodey,C.,NA,NA,Jodey C. Arrington,3/9/72,M,19,NA,Republican,A000375
Arrington,TX,H,1891,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,SL88/US87Interchange-Lubbock Outer Loop; From: 114th Street (CR 8052) To: 146th Street (CR 7500) (TxDOT Project Id: 0068-01-073),NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Jodey,C.,NA,NA,Jodey C. Arrington,3/9/72,M,19,NA,Republican,A000375
Arrington,TX,H,1892,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,SL88-Lubbock Outer Loop; From: CR2240 (AVEU) To: 0.5 mi East of US 87 (TxDOT Project Id: 1502-01-031),NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Jodey,C.,NA,NA,Jodey C. Arrington,3/9/72,M,19,NA,Republican,A000375
Auchincloss,MA,H,1647,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Beacon Street Bridle Path Project,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,1648,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,South Street East Bridge Replacement Project,NA,NA,5000000,NA,1,H,5000000,1,0,5000000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,1649,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Pleasant Street Bridge Over Muddy Cove Inlet,NA,NA,2750000,NA,1,H,2750000,1,0,2750000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,1650,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Reconstruction of the West Street / Route 27 Intersection,NA,NA,1300000,NA,1,H,1300000,1,0,1300000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,1651,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Centre Street / Central Avenue Bridge,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,1652,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Fall River Waterfront Site Development Improvements,NA,NA,3452972,NA,3,B,1150990.667,1,2,1150990.667,2301981.333,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,2043,THUD,Transit Infrastructure Grants,Department of Transportation,"Massachusetts Bay Transpor
tation Authority",NA,Newton Commuter Rail Stations Accessibility Improvements,NA,NA,7000000,NA,1,H,7000000,1,0,7000000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,4454,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Worcester,"Edward M. Kennedy Community Health Center, Inc., Worcester, MA for facilities and equipment",NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,5973,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,Sharon,Town of Sharon for a PFAS Water Treatment Plant Project,NA,NA,3452972,NA,1,H,3452972,1,0,3452972,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,5974,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,Millis,"Town of Millis for a Water Supply PFAS Treatment Planning, Design, Construction Project",NA,NA,3452972,NA,1,H,3452972,1,0,3452972,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,5975,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,Somerset,Town of Somerset for a Hot & Cold Lane Tank THM Removal System,NA,NA,3200000,NA,1,H,3200000,1,0,3200000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,5976,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,Mansfield,Town of Mansfield for the PFAS Treatment for Dustin/Prescott Wells Project,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
Auchincloss,MA,H,6322,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Foxborough,Town of Foxborough for a Sewer Design Route 1 Project,NA,NA,400000,NA,1,H,400000,1,0,400000,0,Jake,Daniel,NA,NA,Jake Auchincloss,1/29/88,M,4,NA,Democrat,A000148
